date,open,high,low,close,adjustedClose,volume
2014-06-30,13.5869,13.5958,13.3774,13.5066,6.1603,74500
2014-07-01,13.5022,13.6404,13.3907,13.4754,6.1491,107900
2014-07-02,13.4977,13.578,13.1723,13.3685,6.1002,69400
2014-07-03,13.3462,13.4175,13.2214,13.3774,6.1043,41100
2014-07-04,13.3774,13.5111,13.2347,13.3462,6.0901,30700
2014-07-07,13.3506,13.413,13.2214,13.3774,6.1043,112700
2014-07-08,13.3729,13.4532,13.2971,13.3997,6.1145,114100
2014-07-10,13.4487,13.9613,13.4487,13.841,6.3159,220000
2014-07-11,13.8454,13.9836,13.8231,13.9212,6.3525,61800
2014-07-14,13.9925,14.309,13.9881,14.2154,6.4867,55800
2014-07-15,14.2154,14.3536,14.0951,14.2867,6.5193,188700
2014-07-16,14.2867,14.2867,13.997,14.0861,6.4277,133100
2014-07-17,14.0861,14.2288,13.9212,14.0549,6.4135,67300
2014-07-18,14.0549,14.7994,14.0549,14.6121,6.6678,165900
2014-07-21,14.4829,14.9019,14.4829,14.7637,6.7369,102700
2014-07-22,14.8038,14.8529,14.6478,14.8261,6.7654,126400
2014-07-23,14.6968,14.8217,14.6211,14.8217,6.7634,170000
2014-07-24,14.8439,15.049,14.7726,15.049,6.8671,100500
2014-07-25,15.1159,15.1159,14.9509,15.0178,6.8529,73800
2014-07-28,14.9732,15.0133,14.893,15.0133,6.8508,61300
2014-07-29,14.9554,15.2318,14.8885,14.9777,6.8346,184600
2014-07-30,15.0445,15.1069,14.9866,15.0891,6.8854,69500
2014-07-31,15.098,15.098,14.7994,14.8083,6.7573,219700
2014-08-01,14.7994,14.8306,14.6478,14.7459,6.7318,46200
2014-08-04,14.8796,14.991,14.6745,14.8885,6.7969,113000
2014-08-05,15.1159,15.468,15.0356,15.0356,6.8641,110200
2014-08-06,15.1069,15.2407,14.9598,15.1337,6.9089,47700
2014-08-07,15.0668,15.0668,14.8885,14.9509,6.8254,722900
2014-08-08,14.893,14.9242,14.6567,14.8395,6.7746,43000
2014-08-11,15.1292,15.1292,14.8618,15.0178,6.856,38100
2014-08-12,15.0802,15.098,14.8707,15.0445,6.8682,187000
2014-08-13,15.0891,15.2095,14.737,14.8306,6.7705,127000
2014-08-14,14.7325,14.893,14.6567,14.8306,6.8374,67300
2014-08-15,15.0579,15.2139,15.0267,15.0445,6.936,68200
2014-08-18,15.2184,15.2585,15.0847,15.1783,6.9977,179700
2014-08-19,15.2451,15.6017,15.1783,15.5928,7.1888,155400
2014-08-20,15.5527,15.7444,15.5126,15.6909,7.234,194100
2014-08-21,15.6017,15.8246,15.5928,15.8112,7.2895,61900
2014-08-22,15.7132,15.7667,15.5572,15.6864,7.232,285400
2014-08-25,15.7399,16.0208,15.7399,15.9717,7.3635,69100
2014-08-26,16.0029,16.1367,15.8915,15.9896,7.3717,161700
2014-08-27,16.0921,16.4843,16.0832,16.4487,7.5834,72300
2014-08-28,16.3551,16.471,16.1857,16.3283,7.5279,63600
2014-08-29,16.413,16.7161,16.3551,16.5824,7.6451,123500
2014-09-01,16.841,16.939,16.4933,16.6047,7.6584,44000
2014-09-02,16.5066,17.1263,16.3997,17.1263,7.899,126800
2014-09-03,17.2912,17.2912,16.6181,16.8811,7.7859,168000
2014-09-04,16.627,16.627,15.8291,16.0475,7.4014,1427200
2014-09-05,15.9361,16.1277,15.8246,15.8291,7.3007,791400
2014-09-08,16.0029,16.315,15.5215,15.624,7.2061,547400
2014-09-09,15.4234,15.5572,15.2808,15.3298,7.0704,518500
2014-09-10,15.156,15.4234,15.156,15.3477,7.0786,1579200
2014-09-11,15.3566,15.4903,15.1337,15.1337,6.98,182100
2014-09-12,15.1337,15.1337,14.5988,14.7592,6.8073,408700
2014-09-15,14.7637,14.991,14.5185,14.893,6.8689,286200
2014-09-16,14.991,15.789,14.991,15.3789,7.093,389700
2014-09-17,15.4992,15.731,15.3833,15.4457,7.1239,693600
2014-09-18,15.3833,15.4011,15.0891,15.2139,7.017,644900
2014-09-19,15.0534,15.2763,14.893,14.9331,6.8874,5099400
2014-09-22,14.679,14.8974,14.4383,14.7994,6.8258,339100
2014-09-23,14.7994,15.0222,14.6433,14.7682,6.8114,351200
2014-09-24,14.5988,14.8707,14.5943,14.7325,6.7949,643800
2014-09-25,14.737,14.8261,14.5319,14.6924,6.7764,690900
2014-09-26,14.7102,15.0757,14.6121,15.0445,6.9388,565800
2014-09-29,14.6879,14.6879,13.9524,14.2243,6.5605,544200
2014-09-30,14.0861,14.1753,13.7295,14.0104,6.4619,289700
